agenda_item_id,parcel_ids,legal_descriptions,street_addresses,cross_streets,confidence,resolved_lat,resolved_lng,resolved_via,extracted_at
pmn_1078749,[],[],"[""5355 WEST HERRIMAN MAIN STREET, HERRIMAN, UTAH""]",[],medium,40.5164932,-112.0168329,address,2026-05-11T17:55:55.911200+00:00
pmn_1065071_item6,[],[],[],[],low,,,,2026-05-11T17:55:56.572782+00:00
pmn_1065071_item7,[],[],[],[],low,,,,2026-05-11T17:55:57.568129+00:00
pmn_1078137,[],[],"[""131 N. 100 E., Lehi, Utah""]",[],low,40.4213651,-111.8480146,address,2026-05-11T17:55:59.861915+00:00
pmn_1076379_item0,[],[],"[""535 South Mill Pond Drive, Lehi""]",[],medium,,,,2026-05-11T17:56:02.117659+00:00
pmn_1064189_item0,[],"[""Beacon Pointe Village Plan 8 - Porter Haven""]",[],"[""Ensign Drive and Mountain View Corridor""]",medium,,,,2026-05-11T17:56:06.486088+00:00
pmn_1066116_item1,[],[],[],[],low,,,,2026-05-11T17:56:07.221171+00:00
pmn_1069331,[],[],[],[],low,,,,2026-05-11T17:56:07.904641+00:00
pmn_1070005_item0,[],[],[],[],low,,,,2026-05-11T17:56:08.931148+00:00
pmn_1072019_item0,[],[],[],[],low,,,,2026-05-11T17:56:09.840675+00:00
pmn_1074423,[],[],"[""61 S. Main St., St. George, UT 84770""]",[],low,,,,2026-05-11T17:56:12.901598+00:00
pmn_1073749_item0,[],[],[],[],low,,,,2026-05-11T17:56:13.572175+00:00
pmn_1077243_item0,[],[],[],[],low,,,,2026-05-11T17:56:14.249485+00:00
pmn_1078547,[],[],"[""319 So. Saratoga Road, Saratoga Springs, Utah, 84045""]",[],low,,,,2026-05-11T17:56:17.883381+00:00
pmn_1067391,[],[],[],[],low,,,,2026-05-11T17:56:18.677090+00:00
pmn_1066729,[],[],[],[],low,,,,2026-05-11T17:56:19.462805+00:00
pmn_1077539,[],[],"[""9800 Monroe St #806, Sandy, UT 84070""]",[],low,,,,2026-05-11T17:56:22.595931+00:00
pmn_1075375_item0,[],[],[],[],low,,,,2026-05-11T17:56:23.326156+00:00
pmn_1077547,[],[],"[""2100 West 11400 South, South Jordan, UT 84095""]",[],medium,40.5442318,-111.9366076,address,2026-05-11T17:56:25.993228+00:00
pmn_1077051,[],[],[],[],low,,,,2026-05-11T17:56:26.811034+00:00
pmn_1078949_item0,[],[],[],[],low,,,,2026-05-11T17:56:27.628499+00:00
pmn_1054777,[],[],"[""1223 N. Highway 40 Heber City, UT 84032"", ""160 W Main Street, Midway, UT 84049""]",[],low,,,,2026-05-11T17:56:31.818069+00:00
pmn_1055757,[],[],"[""80 South Main Street, Spanish Fork, Utah 84660""]",[],low,40.1088636,-111.6553552,address,2026-05-11T17:56:39.534558+00:00
pmn_1066134,[],[],[],[],low,,,,2026-05-11T17:56:40.495047+00:00
pmn_1066030_item0,[],[],[],[],low,,,,2026-05-11T17:56:41.404461+00:00
pmn_1072133_item0,[],[],[],[],low,,,,2026-05-11T17:56:42.056652+00:00
pmn_1072157_item0,[],[],[],[],low,,,,2026-05-11T17:56:42.752935+00:00
pmn_1074319_item0,[],[],[],[],low,,,,2026-05-11T17:56:43.671321+00:00
pmn_1074319_item1,[],[],[],[],low,,,,2026-05-11T17:56:44.415040+00:00
pmn_1077305_item0,[],[],[],[],low,,,,2026-05-11T17:56:45.719418+00:00
pmn_1079517_item1,[],[],[],[],low,,,,2026-05-11T17:56:46.774625+00:00
pmn_1077323_item0,[],[],[],[],low,,,,2026-05-11T17:56:47.810313+00:00
pmn_1044705,[],[],[],[],low,,,,2026-05-11T17:56:48.529435+00:00
pmn_1052447,[],[],[],[],low,,,,2026-05-11T17:56:49.688878+00:00
pmn_1055711,[],[],[],[],low,,,,2026-05-11T17:56:50.393647+00:00
pmn_1059381,[],[],[],[],low,,,,2026-05-11T17:56:51.234565+00:00
pmn_1065873_item2,[],"[""Utah City Wellness Center and Resort Pool Phase 2""]",[],[],low,,,,2026-05-11T17:56:54.243973+00:00
pmn_1068783,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-11T17:56:56.783079+00:00
pmn_1069031,[],[],[],[],low,,,,2026-05-11T17:56:57.576589+00:00
pmn_1072331_item3,[],[],[],[],low,,,,2026-05-11T17:56:58.265061+00:00
pmn_1072411,[],[],[],[],low,,,,2026-05-11T17:56:58.987554+00:00
pmn_1073861_item0,[],[],[],[],low,,,,2026-05-11T17:56:59.719367+00:00
pmn_1075401,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-11T17:57:01.710102+00:00
pmn_1072523,[],[],[],[],low,,,,2026-05-11T17:57:03.627103+00:00
pmn_1077209_item0,[],[],[],[],low,,,,2026-05-11T17:57:04.947636+00:00
pmn_1077143_item0,[],[],[],[],low,,,,2026-05-11T17:57:05.699419+00:00
pmn_1078885,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-11T17:57:08.290250+00:00
pmn_1077157,[],[],"[""125 South Main Street, Vineyard, Utah""]",[],low,,,,2026-05-11T17:57:10.714222+00:00
pmn_1051819_item0,[],[],[],[],low,,,,2026-05-18T18:04:17.487404+00:00
pmn_1057025_item0,[],[],[],[],low,,,,2026-05-18T18:04:18.638444+00:00
pmn_1061929,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-05-18T18:04:21.157701+00:00
pmn_1069503,[],[],[],[],low,,,,2026-05-18T18:04:21.864543+00:00
pmn_1072501_item0,[],[],[],[],low,,,,2026-05-18T18:04:22.806669+00:00
pmn_1078299,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-05-18T18:04:24.792094+00:00
pmn_1034139_item0,[],[],[],[],low,,,,2026-05-18T18:04:25.531355+00:00
pmn_1034151_item0,[],[],[],[],low,,,,2026-05-18T18:04:26.624786+00:00
pmn_1039851_item0,[],[],[],[],low,,,,2026-05-18T18:04:27.427864+00:00
pmn_1039807_item0,[],[],[],[],low,,,,2026-05-18T18:04:28.787381+00:00
pmn_1065863_item0,[],"[""Bringhurst Station""]",[],[],low,,,,2026-05-18T18:04:30.923133+00:00
pmn_1077009_item0,[],[],[],[],low,,,,2026-05-18T18:04:31.637148+00:00
pmn_1078659_item0,[],[],[],[],low,,,,2026-05-18T18:04:32.364972+00:00
pmn_1078277_item0,[],"[""Bangerter Crossroads""]",[],[],low,,,,2026-05-18T18:04:34.390418+00:00
pmn_1078281_item0,[],"[""Bangerter Crossroads""]",[],[],low,,,,2026-05-18T18:04:36.304005+00:00
pmn_1067481_item0,[],[],[],[],low,,,,2026-05-18T18:04:37.095952+00:00
pmn_1073183,[],[],"[""1331 Virtual Drive, Eagle Mountain, UT""]",[],low,,,,2026-05-18T18:04:39.967653+00:00
pmn_1072279,[],[],[],[],low,,,,2026-05-18T18:04:40.833126+00:00
pmn_1074287,[],[],"[""1835 S. Convention Center Drive, St George, UT 84790""]",[],low,,,,2026-05-18T18:04:45.978056+00:00
pmn_1074655,[],[],[],[],low,,,,2026-05-18T18:04:46.834604+00:00
pmn_1073331_item2,[],[],[],[],low,,,,2026-05-18T18:04:47.547256+00:00
pmn_1075273_item0,[],[],[],[],low,,,,2026-05-18T18:04:48.527939+00:00
pmn_1075503_item1,[],"[""Brandon Park development""]",[],[],low,,,,2026-05-18T18:04:51.032224+00:00
pmn_1077095_item0,[],[],[],[],low,,,,2026-05-18T18:04:51.742216+00:00
pmn_1077095_item1,[],[],[],[],low,,,,2026-05-18T18:04:52.453903+00:00
pmn_1076475_item2,[],[],[],[],low,,,,2026-05-18T18:04:53.265335+00:00
pmn_1078693_item3,[],[],[],[],low,,,,2026-05-18T18:04:54.937764+00:00
pmn_1068039,[],[],[],[],low,,,,2026-05-18T18:04:55.704023+00:00
pmn_1072573_item0,[],"[""Copper Cove phase 1""]",[],[],low,,,,2026-05-18T18:04:58.029665+00:00
pmn_1075207_item0,[],"[""Erda City""]",[],[],low,,,,2026-05-18T18:05:00.059357+00:00
pmn_1075207_item1,[],"[""Erda City""]",[],[],low,,,,2026-05-18T18:05:02.532601+00:00
web_3231637332708577732_item0,[],[],[],[],low,,,,2026-05-18T18:05:06.980113+00:00
web_334832876073360088,[],[],[],[],low,,,,2026-05-18T18:05:08.124929+00:00
web_5049168878253076762,[],[],[],[],low,,,,2026-05-18T18:05:08.797164+00:00
web_3941819363266134564,[],[],[],[],low,,,,2026-05-18T18:05:09.481220+00:00
web_3398426261961941656,[],[],[],[],low,,,,2026-05-18T18:05:10.141844+00:00
pmn_1075645_item1,[],[],[],[],low,,,,2026-05-18T18:05:11.328801+00:00
pmn_1075747_item0,[],[],[],[],low,,,,2026-05-18T18:05:12.046966+00:00
web_6364474797897111485,[],[],[],[],low,,,,2026-05-18T18:05:12.767766+00:00
pmn_1079311_item1,[],[],[],[],low,,,,2026-05-18T18:05:13.525230+00:00
pmn_1079311_item3,[],[],[],[],low,,,,2026-05-18T18:05:14.221410+00:00
web_5101379191859007608,[],[],[],[],low,,,,2026-05-18T18:05:14.851842+00:00
pmn_1064159_item0,[],"[""POD 7 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],medium,,,,2026-05-18T18:05:17.072165+00:00
pmn_1064165_item0,[],"[""POD 17 (Planned Opportunity Development 17)"", ""South Hills Amended & Restated Master Planned Development""]",[],[],medium,,,,2026-05-18T18:05:21.153270+00:00
pmn_1064161_item0,[],"[""POD 16 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],low,,,,2026-05-18T18:05:23.680291+00:00
pmn_1065867_item0,[],"[""POD 7 in the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],medium,,,,2026-05-18T18:05:26.347973+00:00
pmn_1068943_item0,[],[],[],[],low,,,,2026-05-18T18:05:27.067067+00:00
pmn_1068943_item1,[],[],[],[],low,,,,2026-05-18T18:05:32.327923+00:00
pmn_1071977_item0,[],[],[],[],low,,,,2026-05-18T18:05:33.213616+00:00
pmn_1071977_item1,[],[],[],[],low,,,,2026-05-18T18:05:34.170385+00:00
pmn_1073489,[],[],[],[],low,,,,2026-05-18T18:05:34.906652+00:00
pmn_1065071_item6,[],[],[],[],low,,,,2026-05-18T18:05:35.695737+00:00
pmn_1065071_item7,[],[],[],[],low,,,,2026-05-18T18:05:37.189877+00:00
pmn_1076379_item0,[],[],"[""535 South Mill Pond Drive, Lehi""]",[],medium,,,,2026-05-18T18:05:39.585915+00:00
pmn_1064189_item0,[],"[""Beacon Pointe Village Plan 8 - Porter Haven""]",[],"[""Ensign Drive and Mountain View Corridor""]",medium,,,,2026-05-18T18:05:43.588475+00:00
pmn_1066116_item1,[],[],[],[],low,,,,2026-05-18T18:05:44.271436+00:00
pmn_1069331,[],[],[],[],low,,,,2026-05-18T18:05:44.880990+00:00
pmn_1070005_item0,[],[],[],[],low,,,,2026-05-18T18:05:45.662551+00:00
pmn_1072019_item0,[],[],[],[],low,,,,2026-05-18T18:05:46.653200+00:00
pmn_1074423,[],[],"[""61 S. Main St., St. George, UT 84770""]",[],low,,,,2026-05-18T18:05:49.871562+00:00
pmn_1073749_item0,[],[],[],[],low,,,,2026-05-18T18:05:50.602154+00:00
pmn_1077243_item0,[],[],[],[],low,,,,2026-05-18T18:05:51.419933+00:00
pmn_1078547,[],[],"[""319 So. Saratoga Road, Saratoga Springs, Utah, 84045""]",[],low,,,,2026-05-18T18:05:54.050096+00:00
pmn_1067391,[],[],[],[],low,,,,2026-05-18T18:05:54.853353+00:00
pmn_1066729,[],[],"[""1835 S. Convention Center Drive, St. George, UT 84790""]",[],low,,,,2026-05-18T18:05:57.112112+00:00
pmn_1077539,[],[],"[""9800 Monroe St #806, Sandy, UT 84070""]",[],low,,,,2026-05-18T18:05:59.716667+00:00
pmn_1075375_item0,[],[],[],[],low,,,,2026-05-18T18:06:00.562815+00:00
pmn_1077051,[],[],[],[],low,,,,2026-05-18T18:06:01.242936+00:00
pmn_1078949_item0,[],[],[],[],low,,,,2026-05-18T18:06:02.107044+00:00
pmn_1054777,[],[],"[""1223 N. Highway 40 Heber City, UT 84032"", ""160 W Main Street, Midway, UT 84049""]",[],medium,,,,2026-05-18T18:06:06.233636+00:00
pmn_1066134,[],[],[],[],low,,,,2026-05-18T18:06:06.942134+00:00
pmn_1066030_item0,[],[],[],[],low,,,,2026-05-18T18:06:09.070336+00:00
pmn_1072133_item0,[],[],[],[],low,,,,2026-05-18T18:06:09.782139+00:00
pmn_1072157_item0,[],[],[],[],low,,,,2026-05-18T18:06:10.534561+00:00
pmn_1074319_item0,[],[],[],[],low,,,,2026-05-18T18:06:11.260264+00:00
pmn_1074319_item1,[],[],[],[],low,,,,2026-05-18T18:06:11.899114+00:00
pmn_1077305_item0,[],[],[],[],low,,,,2026-05-18T18:06:12.782213+00:00
pmn_1079517_item1,[],[],[],[],low,,,,2026-05-18T18:06:13.844047+00:00
pmn_1077323_item0,[],[],[],[],low,,,,2026-05-18T18:06:14.695685+00:00
pmn_1044705,[],[],[],[],low,,,,2026-05-18T18:06:15.585553+00:00
pmn_1052447,[],[],[],[],low,,,,2026-05-18T18:06:16.584260+00:00
pmn_1055711,[],[],[],[],low,,,,2026-05-18T18:06:17.360943+00:00
pmn_1059381,[],[],[],[],low,,,,2026-05-18T18:06:18.097714+00:00
pmn_1065873_item2,[],"[""Utah City Wellness Center and Resort Pool, Phase 2""]",[],[],low,,,,2026-05-18T18:06:20.276432+00:00
pmn_1068783,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-18T18:06:22.840915+00:00
pmn_1069031,[],[],[],[],low,,,,2026-05-18T18:06:24.079245+00:00
pmn_1072331_item3,[],[],[],[],low,,,,2026-05-18T18:06:24.806307+00:00
pmn_1072411,[],[],[],[],low,,,,2026-05-18T18:06:25.566703+00:00
pmn_1073861_item0,[],[],[],[],low,,,,2026-05-18T18:06:26.395812+00:00
pmn_1075401,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-18T18:06:28.320426+00:00
pmn_1072523,[],[],[],[],low,,,,2026-05-18T18:06:29.094765+00:00
pmn_1077209_item0,[],[],[],[],low,,,,2026-05-18T18:06:29.796256+00:00
pmn_1077143_item0,[],[],[],[],low,,,,2026-05-18T18:06:30.529788+00:00
pmn_1078885,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-18T18:06:32.548096+00:00
pmn_1077157,[],[],"[""125 South Main Street, Vineyard, Utah""]",[],low,,,,2026-05-18T18:06:39.487435+00:00
pmn_1051819_item0,[],[],[],[],low,,,,2026-05-25T17:00:36.464406+00:00
pmn_1057025_item0,[],[],[],[],low,,,,2026-05-25T17:00:37.179691+00:00
pmn_1061929,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-05-25T17:00:40.084450+00:00
pmn_1069503,[],[],[],[],low,,,,2026-05-25T17:00:41.077967+00:00
pmn_1072501_item0,[],[],[],[],low,,,,2026-05-25T17:00:41.916790+00:00
pmn_1078299,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-05-25T17:00:47.995710+00:00
pmn_1034139_item0,[],[],[],[],low,,,,2026-05-25T17:00:48.598753+00:00
pmn_1034151_item0,[],[],[],[],low,,,,2026-05-25T17:00:49.387454+00:00
pmn_1039851_item0,[],[],[],[],low,,,,2026-05-25T17:00:50.165399+00:00
pmn_1039807_item0,[],[],[],[],low,,,,2026-05-25T17:00:51.135984+00:00
pmn_1065863_item0,[],"[""Bringhurst Station""]",[],[],low,,,,2026-05-25T17:00:53.622637+00:00
pmn_1077009_item0,[],[],[],[],low,,,,2026-05-25T17:00:54.239924+00:00
pmn_1078659_item0,[],[],[],[],low,,,,2026-05-25T17:00:54.923967+00:00
pmn_1078277_item0,[],"[""Bangerter Crossroads""]",[],[],low,,,,2026-05-25T17:00:57.333502+00:00
pmn_1078281_item0,[],"[""Bangerter Crossroads""]",[],[],low,,,,2026-05-25T17:00:59.208627+00:00
pmn_1067481_item0,[],[],[],[],low,,,,2026-05-25T17:01:00.594082+00:00
pmn_1073183,[],[],"[""1331 Virtual Drive, Eagle Mountain, UT""]",[],low,,,,2026-05-25T17:01:03.027434+00:00
pmn_1072279,[],[],"[""1650 E Stagecoach Run, Eagle Mountain, Utah 84005""]",[],low,40.3093503,-112.0120054,address,2026-05-25T17:01:05.575208+00:00
pmn_1074287,[],[],"[""1835 S. Convention Center Drive, St George, UT 84790""]",[],low,,,,2026-05-25T17:01:08.850854+00:00
pmn_1074655,[],[],[],[],low,,,,2026-05-25T17:01:09.575665+00:00
pmn_1073331_item2,[],[],[],[],low,,,,2026-05-25T17:01:10.236630+00:00
pmn_1075273_item0,[],[],[],[],low,,,,2026-05-25T17:01:10.949150+00:00
pmn_1075503_item1,[],"[""Brandon Park development""]",[],[],low,,,,2026-05-25T17:01:13.772998+00:00
pmn_1077095_item0,[],[],[],[],low,,,,2026-05-25T17:01:14.639868+00:00
pmn_1077095_item1,[],[],[],[],low,,,,2026-05-25T17:01:15.391223+00:00
pmn_1076475_item2,[],[],[],[],low,,,,2026-05-25T17:01:16.150590+00:00
pmn_1078693_item3,[],[],[],[],low,,,,2026-05-25T17:01:17.022378+00:00
pmn_1068039,[],[],[],[],low,,,,2026-05-25T17:01:17.645124+00:00
pmn_1072573_item0,[],"[""Copper Cove phase 1""]",[],[],low,,,,2026-05-25T17:01:20.190781+00:00
pmn_1075207_item0,[],"[""Erda City""]",[],[],low,,,,2026-05-25T17:01:22.726821+00:00
pmn_1075207_item1,[],"[""Erda City""]",[],[],low,,,,2026-05-25T17:01:24.665898+00:00
web_3231637332708577732_item0,[],[],[],[],low,,,,2026-05-25T17:01:25.429390+00:00
web_334832876073360088,[],[],[],[],low,,,,2026-05-25T17:01:26.335183+00:00
web_5049168878253076762,[],[],[],[],low,,,,2026-05-25T17:01:26.993292+00:00
web_3941819363266134564,[],[],[],[],low,,,,2026-05-25T17:01:27.827482+00:00
web_3398426261961941656,[],[],[],[],low,,,,2026-05-25T17:01:28.790430+00:00
pmn_1075645_item1,[],[],[],[],low,,,,2026-05-25T17:01:29.582319+00:00
pmn_1075747_item0,[],[],[],[],low,,,,2026-05-25T17:01:30.385811+00:00
web_6364474797897111485,[],[],[],[],low,,,,2026-05-25T17:01:31.211039+00:00
pmn_1079311_item1,[],[],[],[],low,,,,2026-05-25T17:01:31.882229+00:00
pmn_1079311_item3,[],[],[],[],low,,,,2026-05-25T17:01:32.646920+00:00
web_5101379191859007608,[],[],[],[],low,,,,2026-05-25T17:01:33.432573+00:00
pmn_1064159_item0,[],"[""POD 7 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],low,,,,2026-05-25T17:01:35.933025+00:00
pmn_1064165_item0,[],"[""POD 17 (Planned Opportunity Development 17)"", ""South Hills Amended & Restated Master Planned Development Agreement""]",[],[],medium,,,,2026-05-25T17:01:40.483543+00:00
pmn_1064161_item0,[],"[""POD 16 within the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],low,,,,2026-05-25T17:01:42.889471+00:00
pmn_1065867_item0,[],"[""POD 7 in the South Hills Amended & Restated Master Planned Development Agreement (ARMDA)""]",[],[],medium,,,,2026-05-25T17:01:45.489610+00:00
pmn_1068943_item0,[],[],[],[],low,,,,2026-05-25T17:01:46.246561+00:00
pmn_1068943_item1,[],[],[],[],low,,,,2026-05-25T17:01:46.985630+00:00
pmn_1071977_item0,[],[],[],[],low,,,,2026-05-25T17:01:48.039543+00:00
pmn_1071977_item1,[],[],[],[],low,,,,2026-05-25T17:01:48.984334+00:00
pmn_1073489,[],[],[],[],low,,,,2026-05-25T17:01:50.083622+00:00
pmn_1065071_item6,[],[],[],[],low,,,,2026-05-25T17:01:51.059089+00:00
pmn_1065071_item7,[],[],[],[],low,,,,2026-05-25T17:01:51.882543+00:00
pmn_1076379_item0,[],[],"[""535 South Mill Pond Drive, Lehi""]",[],medium,,,,2026-05-25T17:01:54.102304+00:00
pmn_1064189_item0,[],"[""Beacon Pointe Village Plan 8 - Porter Haven""]",[],"[""Ensign Drive and Mountain View Corridor""]",medium,,,,2026-05-25T17:01:58.331672+00:00
pmn_1066116_item1,[],[],[],[],low,,,,2026-05-25T17:01:59.315950+00:00
pmn_1069331,[],[],[],[],low,,,,2026-05-25T17:01:59.972087+00:00
pmn_1070005_item0,[],[],[],[],low,,,,2026-05-25T17:02:00.726898+00:00
pmn_1072019_item0,[],[],[],[],low,,,,2026-05-25T17:02:04.530771+00:00
pmn_1074423,[],[],"[""61 S. Main St., St. George, UT 84770""]",[],low,,,,2026-05-25T17:02:07.797273+00:00
pmn_1073749_item0,[],[],[],[],low,,,,2026-05-25T17:02:08.789726+00:00
pmn_1077243_item0,[],[],[],[],low,,,,2026-05-25T17:02:09.537920+00:00
pmn_1078547,[],[],"[""319 So. Saratoga Road, Saratoga Springs, Utah, 84045""]",[],low,,,,2026-05-25T17:02:12.194116+00:00
pmn_1067391,[],[],[],[],low,,,,2026-05-25T17:02:12.885676+00:00
pmn_1066729,[],[],[],[],low,,,,2026-05-25T17:02:13.723880+00:00
pmn_1077539,[],[],"[""9800 Monroe St #806, Sandy, UT 84070""]",[],low,,,,2026-05-25T17:02:16.871046+00:00
pmn_1075375_item0,[],[],[],[],low,,,,2026-05-25T17:02:17.832418+00:00
pmn_1077051,[],[],[],[],low,,,,2026-05-25T17:02:18.547954+00:00
pmn_1078949_item0,[],[],[],[],low,,,,2026-05-25T17:02:19.232230+00:00
pmn_1054777,[],[],"[""1223 N. Highway 40 Heber City, UT 84032"", ""160 W Main Street, Midway, UT 84049""]",[],low,,,,2026-05-25T17:02:23.504999+00:00
pmn_1066134,[],[],[],[],low,,,,2026-05-25T17:02:24.235780+00:00
pmn_1066030_item0,[],[],[],[],low,,,,2026-05-25T17:02:25.474509+00:00
pmn_1072133_item0,[],[],[],[],low,,,,2026-05-25T17:02:26.090820+00:00
pmn_1072157_item0,[],[],[],[],low,,,,2026-05-25T17:02:26.824979+00:00
pmn_1074319_item0,[],[],[],[],low,,,,2026-05-25T17:02:27.681559+00:00
pmn_1074319_item1,[],[],[],[],low,,,,2026-05-25T17:02:28.925500+00:00
pmn_1077305_item0,[],[],[],[],low,,,,2026-05-25T17:02:31.188202+00:00
pmn_1079517_item1,[],[],[],[],low,,,,2026-05-25T17:02:32.216672+00:00
pmn_1077323_item0,[],[],[],[],low,,,,2026-05-25T17:02:32.954361+00:00
pmn_1044705,[],[],[],[],low,,,,2026-05-25T17:02:33.959071+00:00
pmn_1052447,[],[],[],[],low,,,,2026-05-25T17:02:34.745558+00:00
pmn_1055711,[],[],[],[],low,,,,2026-05-25T17:02:35.435700+00:00
pmn_1059381,[],[],[],[],low,,,,2026-05-25T17:02:36.267066+00:00
pmn_1065873_item2,[],"[""Utah City Wellness Center and Resort Pool, Phase 2""]",[],[],low,,,,2026-05-25T17:02:38.262679+00:00
pmn_1068783,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-25T17:02:41.127979+00:00
pmn_1069031,[],[],[],[],low,,,,2026-05-25T17:02:41.893868+00:00
pmn_1072331_item3,[],[],[],[],low,,,,2026-05-25T17:02:42.675289+00:00
pmn_1072411,[],[],[],[],low,,,,2026-05-25T17:02:44.015255+00:00
pmn_1073861_item0,[],[],[],[],low,,,,2026-05-25T17:02:45.423688+00:00
pmn_1075401,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-25T17:02:47.545401+00:00
pmn_1072523,[],[],[],[],low,,,,2026-05-25T17:02:48.387553+00:00
pmn_1077209_item0,[],[],[],[],low,,,,2026-05-25T17:02:49.128025+00:00
pmn_1077143_item0,[],[],[],[],low,,,,2026-05-25T17:02:49.913661+00:00
pmn_1078885,[],[],"[""125 South Main Street, Vineyard, UT""]",[],low,,,,2026-05-25T17:02:52.086246+00:00
pmn_1077157,[],[],"[""125 South Main Street, Vineyard, Utah""]",[],low,,,,2026-05-25T17:02:54.337005+00:00
pmn_1057025_item0,[],[],[],[],low,,,,2026-06-01T15:00:06.498096+00:00
pmn_1057025_item1,[],"[""Jasper Lot""]","[""570 E Main Street, American Fork City""]",[],high,40.3775334,-111.7980339,address,2026-06-01T15:00:08.877925+00:00
pmn_1060999_item0,[],"[""Walton Lot""]",[],[],low,,,,2026-06-01T15:00:11.166236+00:00
pmn_1061929,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-06-01T15:00:13.940378+00:00
pmn_1069503,[],[],[],[],low,,,,2026-06-01T15:00:15.636310+00:00
pmn_1072501_item0,[],[],[],[],low,,,,2026-06-01T15:00:16.505275+00:00
pmn_1080971,[],[],[],[],low,,,,2026-06-01T15:00:17.342148+00:00
pmn_1078299,[],[],"[""31 North Church Street, American Fork City, UT 84003""]",[],low,,,,2026-06-01T15:00:19.464122+00:00
pmn_1081857,[],[],"[""31 North Church Street, American Fork""]",[],low,40.3775031,-111.7975657,address,2026-06-01T15:00:21.590431+00:00
pmn_1084457,[],[],"[""51 East Main Street, American Fork""]",[],low,40.3769706,-111.7973189,address,2026-06-01T15:00:23.929166+00:00
pmn_1084385,[],[],"[""31 North Church Street""]",[],low,40.3775031,-111.7975657,address,2026-06-01T15:00:26.068473+00:00
pmn_1039851_item0,[],[],[],[],low,,,,2026-06-01T15:00:26.794952+00:00
pmn_1039807_item0,[],[],[],[],low,,,,2026-06-01T15:00:27.832195+00:00
pmn_1059621_item0,[],[],[],[],low,,,,2026-06-01T15:00:28.576066+00:00
pmn_1065863_item0,[],"[""Bringhurst Station Commercial Sub-Districts""]",[],[],low,,,,2026-06-01T15:00:30.790451+00:00
pmn_1077009_item0,[],[],[],[],low,,,,2026-06-01T15:00:31.517752+00:00
pmn_1082759,[],[],"[""1020 E. Pioneer Road, Draper, UT""]",[],low,40.5251449,-111.8757746,address,2026-06-01T15:00:34.022635+00:00
pmn_1082753,[],[],[],[],low,,,,2026-06-01T15:00:34.742996+00:00
pmn_1082757,[],[],"[""1020 E. Pioneer Road, Draper, UT""]",[],low,40.5251449,-111.8757746,address,2026-06-01T15:00:36.845115+00:00
pmn_1082763,[],[],[],[],low,,,,2026-06-01T15:00:37.605457+00:00
pmn_1082767,[],[],"[""1020 E. Pioneer Road, Draper, UT""]",[],low,40.5251449,-111.8757746,address,2026-06-01T15:00:39.672751+00:00
pmn_1084761_item0,[],[],[],[],low,,,,2026-06-01T15:00:40.475183+00:00
pmn_1084763_item0,[],"[""Lot 44, Steeplechase Phase 2 Subdivision"", ""Parcel D, Steeplechase Phase 2 Subdivision"", ""Steeplechase Phase 2 Subdivision""]",[],[],medium,,,,2026-06-01T15:00:45.991157+00:00
pmn_1073331_item2,[],[],[],[],low,,,,2026-06-01T15:00:46.975289+00:00
pmn_1075273_item0,[],[],[],[],low,,,,2026-06-01T15:00:47.659322+00:00
pmn_1075503_item1,[],"[""Brandon Park development""]",[],[],low,,,,2026-06-01T15:00:50.143849+00:00
pmn_1076475_item2,[],[],[],[],low,,,,2026-06-01T15:00:50.827199+00:00
pmn_1078693_item3,[],[],[],[],low,,,,2026-06-01T15:00:51.785277+00:00
pmn_1080087,[],[],"[""1650 East Stagecoach Run, Eagle Mountain, Utah 84005""]",[],medium,40.3093503,-112.0120054,address,2026-06-01T15:00:54.019445+00:00
pmn_1080169_item0,[],[],[],[],low,,,,2026-06-01T15:00:55.281188+00:00
pmn_1083205,[],[],"[""1650 E STAGECOACH RUN, EAGLE MOUNTAIN, UT 84005""]",[],low,40.3093503,-112.0120054,address,2026-06-01T15:00:57.601902+00:00
pmn_1082269_item0,[],[],[],[],low,,,,2026-06-01T15:00:58.384484+00:00
