id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
pmn_1091877_item3,Eagle Mountain,City Council,2026-07-07,Accessory Recreation Buildings Special Use Standards - EMMC 17.75.052,nan,0.9,,Code amendment establishing special use standards for recreation buildings that are accessory uses to religious or cultural meeting halls.,,,,,,,PROPOSED,20,Clarifies standards for accessory recreation structures at religious/cultural facilities. Contact: Steven Lehmitz,https://www.utah.gov/pmn/sitemap/notice/1091877.html,,pmn,2026-06-29T12:38:02.016671Z,,,,
pmn_1091137_item0,Eagle Mountain,City Council,2026-07-07,Annexation Policy Plan - Eagle Mountain City update identifying seven potential unincorporated Utah County areas,nan,0.9,ANNEXATION,Eagle Mountain City is proposing an updated annexation policy plan that identifies seven (7) areas of unincorporated Utah County that the city would potentially consider for annexation. The plan includes a map of these areas in relation to current city boundaries and contains criteria and considerations to facilitate analysis and decision-making for future annexation proposals.,unincorporated Utah County (multiple areas),,,,,,PROPOSED,65,"This is a policy-level planning document establishing framework and criteria for future annexation decisions rather than a specific annexation proposal. Identifies seven target areas for potential future consideration. Contact: Brandon Larsen, Community Development Director.",https://www.utah.gov/pmn/sitemap/notice/1091137.html,,pmn,2026-06-29T12:38:02.016674Z,,,,
pmn_1090693_item0,Eagle Mountain,City Council,2026-08-04,PY 2026 HUD CDBG Annual Action Plan public hearing and feedback,nan,0.9,,"Eagle Mountain City is holding a public hearing to present and receive feedback on the Program Year 2026 Community Development Block Grant (CDBG) Annual Action Plan. The plan outlines allocation of approximately $467,000 in HUD funding across housing preservation/development ($200,000), public services ($36,900), public facilities and infrastructure improvements ($180,879), and program planning/administration ($49,200). Public comment period began July 1, 2026.","Council Chambers, City Hall, 1650 E Stagecoach Run, Eagle Mountain City, Utah 84005",,,,,,PROPOSED,25,"Federal entitlement funding for community development initiatives. Includes housing preservation, public services, and infrastructure. Not a traditional real estate development but signals municipal investment in infrastructure and housing that may create development opportunities.",https://www.utah.gov/pmn/sitemap/notice/1090693.html,,pmn,2026-06-29T12:38:02.016666Z,,,,
pmn_1055539,Erda,Erda Planning Commission,2026-02-10,Erda Planning Commission Meeting Dates 2026,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1055539.html,"Erda Planning Commission 2026 Meeting dates

Meetings will be held the 2nd and 4th Tuesdays of the month. All meetings will be held at 7:00 pm at the Erda City Office/Fire Station at 2163 W Erda Way, Erda, UT

January 13
January 27
February 10
February 24
March 10
March 24
April 14
April 28
May 12
May 26  (Cancelled due to Holiday)
June 9
June 23
July 14
July 28 
August 11
August 25
September 08
September 22
October 13
October 27
November 10 
November 24 (Cancelled due to Holiday)
December 08
December 22 (Cancelled due to Holiday)",pmn,2026-06-29T12:38:02.017942Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1061791_item0,Erda,Erda Planning Commission,2026-02-24,Oquirrh Point Phase 1 Preliminary Plat (2nd Amendment) – 851 lots residential subdivision,nan,0.9,NEW_SUBDIVISION,"Second amendment to previously approved preliminary plat for Oquirrh Point Phase 1. Original plat approved January 14, 2025 with 887 lots; amended plat reduces to 851 lots due to Erda Way right-of-way dedication increase from 60 feet to required 84 feet per transportation plan. Only change is lot size reduction for lots 1-9 from 15,000 sq ft to 14,400 sq ft.","Erda, UT (Erda Way corridor)",,851,,,,PROPOSED,72,"This is a second amendment to an already-approved preliminary plat from January 2025. The reduction from 887 to 851 lots (36 lot reduction) is driven by transportation infrastructure requirements. Erda Way is identified as a major transportation corridor requiring 84-foot right-of-way dedication. Applicant previously approved November 18, 2025. Moderate developmental activity for a 851-unit residential project.",https://www.utah.gov/pmn/sitemap/notice/1061791.html,,pmn,2026-06-29T12:38:02.017939Z,40.601981,-112.2842338,haiku_nominatim,0.70
pmn_1065005_item0,Erda,Erda Planning Commission,2026-03-10,CUP 2026-25: Cottage Business at 3944 Spiral Springs Rd,nan,0.9,DEVELOPER_ACTIVITY,Cindy Toone seeking Conditional Use Permit to operate a cottage business at the subject property,"3944 Spiral Springs Rd, Erda, UT",,,Cindy Toone,,,PROPOSED,15,Cottage business CUP application; home-based business use case. Erda Planning Commission consideration.,https://www.utah.gov/pmn/sitemap/notice/1065005.html,,pmn,2026-06-29T12:38:02.017936Z,,,,
pmn_1068037,Erda,Erda Planning Commission,2026-03-24,**CANCELED*** Erda Planning Commission Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1068037.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday March 24th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday April 14th, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-06-29T12:38:02.017934Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1068537_item0,Erda,Erda City Council,2026-03-27,Resolution 26-05 Supporting America 250 Utah and Recognizing Erda Utah250 Community Committee,nan,0.9,,City council consideration of a resolution to support America 250 Utah initiative and recognize/approve the Erda Utah250 Community Committee,,,,,,,PROPOSED,0,"This is a procedural/ceremonial resolution, not a development proposal",https://www.utah.gov/pmn/sitemap/notice/1068537.html,,pmn,2026-06-29T12:38:02.017748Z,,,,
pmn_1068537_item1,Erda,Erda City Council,2026-03-27,Ordinance 26-03 Removing City of Erda as Party to Lawsuit,nan,0.9,,City council consideration of an ordinance directing that the City of Erda be removed as a party to a lawsuit,,,,,,,PROPOSED,0,"Legal/administrative matter, not a development proposal",https://www.utah.gov/pmn/sitemap/notice/1068537.html,,pmn,2026-06-29T12:38:02.017748Z,,,,
pmn_1068537_item2,Erda,Erda City Council,2026-03-27,Letter of Support for Utah Nuclear Lifecycle Innovation Campus (NLIC),nan,0.9,LARGE_PROJECT,"City council consideration of a letter of support for the Utah Nuclear Lifecycle Innovation Campus (NLIC), a significant infrastructure/industrial project",,,,,,,PROPOSED,75,Nuclear facility project of statewide significance; support letter indicates potential regional economic development opportunity,https://www.utah.gov/pmn/sitemap/notice/1068537.html,,pmn,2026-06-29T12:38:02.017748Z,,,,
pmn_1068537_item3,Erda,Erda City Council,2026-03-27,Boys Home in Bronzewood Circle,nan,0.9,DEVELOPER_ACTIVITY,Council discussion of Boys Home facility or project located in Bronzewood Circle area,"Bronzewood Circle, Erda",,,,,,PROPOSED,30,Minimal agenda detail provided; appears to be an institutional/group facility discussion,https://www.utah.gov/pmn/sitemap/notice/1068537.html,,pmn,2026-06-29T12:38:02.017748Z,40.584627,-112.2772261,nominatim,0.75
pmn_1070977,Erda,Erda City Council,2026-04-09,**CANCELED*** Erda City Council Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1070977.html,"****CANCELED*****

Notice is hereby given that the Erda City Council's Scheduled Meeting on Thursday April 9th, 2026 has been canceled. The City Council will hold their next regularly scheduled meeting on Thursday April 23rd 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT",pmn,2026-06-29T12:38:02.017746Z,40.6008601,-112.3554442,haiku_pdf_address,0.70
pmn_1072573_item0,Erda,Erda Planning Commission,2026-04-15,Copper Cove Preliminary Plat Phase 1 - 45 lot residential subdivision,nan,0.9,NEW_SUBDIVISION,"Derald Anderson requesting preliminary plat approval for Copper Cove phase 1, a 45-lot residential subdivision at the northeast corner of the development. Lots range from 5,800 to 10,000 square feet.",northeast corner of Copper Cove development,,45,Derald Anderson,,,PROPOSED,68,Phase 1 of larger Copper Cove development; lot sizes suggest single-family residential; preliminary plat stage,https://www.utah.gov/pmn/sitemap/notice/1072573.html,,pmn,2026-06-29T12:38:02.017931Z,,,,
pmn_1074875,Erda,Erda City Council,2026-04-24,Erda City Council Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1074875.html,"Notice is hereby given that the Erda City Council will hold a meeting on Friday, April 24, 2026 at 12:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/vcv-qhyp-ajq
Or dial:  (US) +1 929-324-2862  PIN:  234 845 955 #

Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 3-27-26
Treasurer Report
Sheriff's Report
NTFD Report
NTFD Mitigation Specialist Presentation
Consideration of Resolution 26-06 Approving Interlocal Cooperative Agreement with Tooele County for Dispatch Services
UDOT Letter of Support for Trail Network Study
Discussion of involvement in Lawsuits
Council Representative Reports
CLOSED SESSION- Per Utah Code Ann. §52-4-205(1)(c)
Adjournment 


**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1).
**Format and Verbiage to be used when going into a closed session",pmn,2026-06-29T12:38:02.017743Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1074883_item0,Erda,Erda Planning Commission,2026-04-28,Copper Cove Preliminary Plat Phase 1 - 45 lot residential subdivision,nan,0.9,NEW_SUBDIVISION,"Preliminary plat approval request for Phase 1 of Copper Cove subdivision containing 45 residential lots ranging from 5,800 to 10,000 square feet, located at the northeast corner of the development.",northeast corner of Copper Cove development,,45,Derald Anderson,,,PROPOSED,65,"Phase 1 of multi-phase residential development in Erda. Lot sizes indicate standard residential subdivision (5,800-10,000 sq ft per lot typical for single-family detached homes in Utah).",https://www.utah.gov/pmn/sitemap/notice/1074883.html,,pmn,2026-06-29T12:38:02.017929Z,,,,
pmn_1078403,Erda,Erda Planning Commission,2026-05-12,**CANCELED*** Erda Planning Commission Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1078403.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday May 12th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday May 26th, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-06-29T12:38:02.017926Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1079709_item0,Erda,Erda City Council,2026-05-14,Ordinance 26-05: Adopt temporary Land Use Regulation for Disconnect Areas,nan,0.9,GENERAL_PLAN_AMENDMENT,Consideration of ordinance adopting a temporary land use regulation pursuant to Utah Code §10-20-504 for disconnect areas within Erda City,Erda City disconnect areas,,,,,,PROPOSED,35,Temporary regulation related to areas seeking to disconnect from Erda City; connected to East and West disconnect applications,https://www.utah.gov/pmn/sitemap/notice/1079709.html,,pmn,2026-06-29T12:38:02.017738Z,,,,
pmn_1079709_item1,Erda,Erda City Council,2026-05-14,Ordinance 26-06: Vacate Copper Cove Development Agreement,nan,0.9,DEVELOPER_ACTIVITY,Consideration of ordinance to vacate (cancel or annul) the Copper Cove Development Agreement,,,,Copper Cove,,,PROPOSED,15,Development agreement cancellation suggests project is inactive or being terminated,https://www.utah.gov/pmn/sitemap/notice/1079709.html,,pmn,2026-06-29T12:38:02.017738Z,,,,
pmn_1079709_item2,Erda,Erda City Council,2026-05-14,33rd Parkway Connection: Select and Award Infrastructure Bid,nan,0.9,INFRASTRUCTURE,Selection and award of bid for 33rd Parkway Connection infrastructure project,"33rd Parkway, Erda City",,,,,,PROPOSED,45,Transportation infrastructure project; bid award indicates project is moving to construction phase,https://www.utah.gov/pmn/sitemap/notice/1079709.html,,pmn,2026-06-29T12:38:02.017738Z,40.5029793,-112.3426914,nominatim,0.75
pmn_1079709_item3,Erda,Erda City Council,2026-05-14,East and West Applications to Disconnect from Erda City,nan,0.9,ANNEXATION,Consideration of applications from East and West areas to disconnect from Erda City; public hearing held,"East and West areas, Erda City",,,,,,PROPOSED,25,Disconnection applications represent potential loss of land/tax base from city; related to temporary land use regulation ordinance 26-05,https://www.utah.gov/pmn/sitemap/notice/1079709.html,,pmn,2026-06-29T12:38:02.017738Z,40.5426011,-112.294399,nominatim,0.75
pmn_1075207_item0,Erda,Erda City Council,2026-05-14,Disconnection Petition 1 - Real property disconnection from Erda City corporate limits,nan,0.9,ANNEXATION,Public hearing to consider a petition for disconnection of certain real property from the corporate limits of Erda City. This is the inverse of annexation - property being removed from city jurisdiction.,"Erda City, Utah",,,,,,PROPOSED,20,"Two separate disconnection petitions are being considered. Public hearing scheduled for May 14, 2026 at 7:00 p.m. at Deseret Peak Complex. Petition details available at Erda City Fire Station or erda.gov. This represents potential loss of tax base and jurisdictional area for the city.",https://www.utah.gov/pmn/sitemap/notice/1075207.html,,pmn,2026-06-29T12:38:02.017741Z,,,,
pmn_1075207_item1,Erda,Erda City Council,2026-05-14,Disconnection Petition 2 - Real property disconnection from Erda City corporate limits,nan,0.9,ANNEXATION,Public hearing to consider a second petition for disconnection of certain real property from the corporate limits of Erda City.,"Erda City, Utah",,,,,,PROPOSED,20,Second of two disconnection petitions being heard together. May indicate multiple property owners seeking disconnection or two distinct parcels. Same hearing date and location as Petition 1.,https://www.utah.gov/pmn/sitemap/notice/1075207.html,,pmn,2026-06-29T12:38:02.017741Z,,,,
pmn_1083055_item0,Erda,Erda Planning Commission,2026-05-26,Copper Cove Preliminary Plat Phase 1 - 45 lot residential subdivision,nan,0.9,NEW_SUBDIVISION,"Preliminary plat approval request for Copper Cove Phase 1 containing 45 residential lots ranging from 5,800 to 10,000 square feet per lot, located at the northeast corner of the development","Northeast corner of Copper Cove development, Erda",,45,Derald Anderson,,,PROPOSED,72,Phase 1 of larger Copper Cove development; lots are single-family residential size range; preliminary plat approval stage,https://www.utah.gov/pmn/sitemap/notice/1083055.html,,pmn,2026-06-29T12:38:02.017923Z,,,,
pmn_1083489,Erda,Erda City Council,2026-05-28,Erda City Council Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1083489.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, May 28th, 2026 at 7:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/nwi-afjy-fqa
Or dial:  (US) +1 732-844-0616  PIN:  256 462 625 #


Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 5-14-26
Consideration of Ordinance 26-07 Regulating, Preventing, and Banning the Discharge of Fireworks Within Certain Areas of the City
2026-2027 Annual Budget Hearing, Discussion, and Adjuistments
Open Public Hearing
Close Public Hearing
Council Representative Reports
Adjournment 

FOLLOW UP ITEMS:

**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1).


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-06-29T12:38:02.017735Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1081585,Erda,Erda City Council,2026-05-28,Notice of Public Hearing on Adoption of Annual Budget 2026-2027,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1081585.html,"ERDA
Notice of Public Hearing Regarding Adoption of Erda City Fiscal Year 2026-2027 Budget 


	Notice is hereby given by Erda City a municipal corporation of the state of Utah, located in Tooele County, of a public meeting to adopt Erda's Fiscal Year 2024-2025 Budget on Thursday May 28th, 2026 beginning at 7:00 p.m.  at the Erda City Offices next to the Fire Station on 2163 W Erda Way, Erda UT, 84074. The geographic area that will be affected by the City's Budget is the entire area of Erda.  Further information regarding the Erda City Annual Budget Fiscal Year 2026-2027 and a copy may be obtained from the City Recorder at the address and telephone number set forth below. Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Craig Smith at 435-830-2802.

Erda
2163 W. Erda Way
Erda UT, 84074
435-243-5577
jpoole@erda.gov",pmn,2026-06-29T12:38:02.017732Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1086245,Erda,Erda Planning Commission,2026-06-09,**CANCELED*** Erda Planning Commission Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1086245.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday June 9th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday June 23rd, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-06-29T12:38:02.017921Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1087341_item0,Erda,Erda City Council,2026-06-11,Ordinance 26-08: Adoption of 2026-2027 Budget and Certified Tax Rate,nan,0.9,,City Council consideration and adoption of the 2026-2027 fiscal year budget and certified tax rate,,,,,,,PROPOSED,0,Standard municipal budget adoption; no development implications,https://www.utah.gov/pmn/sitemap/notice/1087341.html,,pmn,2026-06-29T12:38:02.017727Z,,,,
pmn_1087341_item1,Erda,Erda City Council,2026-06-11,Resolution 26-08: Year-End Amendments to 2025-2026 Fiscal Year Budget,nan,0.9,,City Council consideration of year-end budget amendments for the 2025-2026 fiscal year,,,,,,,PROPOSED,0,Standard municipal budget amendment; no development implications,https://www.utah.gov/pmn/sitemap/notice/1087341.html,,pmn,2026-06-29T12:38:02.017727Z,,,,
pmn_1087341_item2,Erda,Erda City Council,2026-06-11,"East Disconnect Application: Discussion, Review, and Direction",nan,0.9,INFRASTRUCTURE,City Council discussion and review of East Disconnect Application with tentative decision and direction to City Attorney regarding implementation,,,,,,,PROPOSED,0,Infrastructure/utility disconnect application; may relate to annexation or service boundaries,https://www.utah.gov/pmn/sitemap/notice/1087341.html,,pmn,2026-06-29T12:38:02.017727Z,,,,
pmn_1087341_item3,Erda,Erda City Council,2026-06-11,"West Disconnect Application: Discussion, Review, and Direction",nan,0.9,INFRASTRUCTURE,City Council discussion and review of West Disconnect Application with tentative decision and direction to City Attorney regarding implementation,,,,,,,PROPOSED,0,Infrastructure/utility disconnect application; may relate to annexation or service boundaries,https://www.utah.gov/pmn/sitemap/notice/1087341.html,,pmn,2026-06-29T12:38:02.017727Z,,,,
pmn_1086409,Erda,Erda City Council,2026-06-11,Notice of Public Hearing on Budget Amendment for Fiscal Year 2025-2026,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1086409.html,"NOTICE OF PUBLIC HEARING
ERDA CITY - FISCAL YEAR 2025-2026 BUDGET AMENDMENT
Notice is hereby given that the Erda City Council will hold a public hearing to consider an amendment to the Fiscal Year 2025-2026 Budget.
Date: June 11, 2026
Time: 7:00PM
Location: Erda City Office: 2163 W Erda Way, Erda Ut,
The purpose of the hearing is to receive public comment regarding proposed amendments to the City's budget, including adjustments to revenues and expenditures within various funds.
All interested persons are invited to attend and provide comments. A copy of the proposed budget amendment is available for public inspection at Erda City Hall during regular business hours.",pmn,2026-06-29T12:38:02.017730Z,40.6008601,-112.3554442,haiku_pdf_address,0.55
pmn_1091045_item0,Erda,Erda Planning Commission,2026-06-23,Conditional Use Permit 2026-76 for The Ugly Duckling Baking & Co home-based food operation,nan,0.9,,"Ashley Morrill is seeking a conditional use permit to operate The Ugly Duckling Baking & Co, a small home-based food operation run under Utah's home consumption and Homemade Food Act",,,,Ashley Morrill,,,PROPOSED,15,Home-based food business; small-scale operation; conditional use permit required for home consumption food operation,https://www.utah.gov/pmn/sitemap/notice/1091045.html,,pmn,2026-06-29T12:38:02.017916Z,,,,
pmn_1091045_item1,Erda,Erda Planning Commission,2026-06-23,Conditional Use Permit 2026-102 for small group art lessons operation,nan,0.9,,Tynley Bean is seeking a conditional use permit to conduct small group art lessons with up to 8 people at a time,,,,Tynley Bean,,,PROPOSED,10,Home-based instructional business; small group limit of 8 people; conditional use permit required for home-based instruction,https://www.utah.gov/pmn/sitemap/notice/1091045.html,,pmn,2026-06-29T12:38:02.017916Z,,,,
pmn_1091049_item0,Erda,Erda City Council,2026-06-25,Ordinance 26-09 Denying Petition for Certain Property known as the East Disconnect,nan,0.9,,Consideration of ordinance to deny a petition for property known as the East Disconnect,,,,,,,PROPOSED,0,Denial ordinance; substantive context not provided in agenda,https://www.utah.gov/pmn/sitemap/notice/1091049.html,,pmn,2026-06-29T12:38:02.017722Z,,,,
pmn_1091049_item1,Erda,Erda City Council,2026-06-25,Ordinance 26-10 Denying Petition for Certain Property known as the West Disconnect,nan,0.9,,Consideration of ordinance to deny a petition for property known as the West Disconnect,,,,,,,PROPOSED,0,Denial ordinance; substantive context not provided in agenda,https://www.utah.gov/pmn/sitemap/notice/1091049.html,,pmn,2026-06-29T12:38:02.017722Z,,,,
pmn_1091049_item2,Erda,Erda City Council,2026-06-25,"Resolution 26-10 Approving 2026-2027 Interlocal Agreement with Tooele County for Road, Law Enforcement, Land Use Inspections and Approvals, and Solid Waste Services",nan,0.9,INFRASTRUCTURE,"Approval of interlocal agreement with Tooele County for road, law enforcement, land use inspections and approvals, and solid waste services for 2026-2027",,,,,,,PROPOSED,15,Routine interlocal service agreement with county,https://www.utah.gov/pmn/sitemap/notice/1091049.html,,pmn,2026-06-29T12:38:02.017722Z,,,,
web_3628327224100479434_item0,Grantsville,nan,nan,Preliminary Plat approval for Arbon Acres subdivision at 500 South and Hale Street,residential_subdivision,0.9,NEW_SUBDIVISION,Recommendation and approval of a proposed preliminary plat for Arbon Acres residential subdivision,"500 South and Hale Street, Grantsville",,,,,,APPROVED,65,Preliminary plat stage indicates active residential development in Grantsville,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.06.02%20-%20PC%20Regular%20Minutes.pdf?t=202606171754350,,web,2026-06-29T12:32:47.381053+00:00,,,,
web_3628327224100479434_item1,Grantsville,nan,nan,Master Development Agreement for Willow Fields Subdivision at Old Lincoln Highway and Campion Drive,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration and approval of a proposed Master Development Agreement for Willow Fields Subdivision,"Old Lincoln Highway and Campion Drive, Grantsville",,,,,,APPROVED,70,MDA approval indicates significant subdivision development; locations suggest expansion along major corridors,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.06.02%20-%20PC%20Regular%20Minutes.pdf?t=202606171754350,,web,2026-06-29T12:32:47.381053+00:00,,,,
web_3628327224100479434_item2,Grantsville,nan,nan,Amendments to Grantsville City Master Transportation Plan,residential_subdivision,0.9,INFRASTRUCTURE,Recommendation and approval of proposed amendments to the Grantsville City Master Transportation Plan,,,,,,,APPROVED,55,Transportation plan amendments typically support anticipated development and infrastructure needs,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.06.02%20-%20PC%20Regular%20Minutes.pdf?t=202606171754350,,web,2026-06-29T12:32:47.381053+00:00,,,,
web_2772293872143892269,Grantsville,nan,nan,Notice of 2026 Annual Meeting Schedule,other,0.0,,,,,,,,,PROPOSED,,,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/2026%20Annual%20Meeting%20Schedule%20Notice.pdf?t=202601201257560,"GRANTSVILLE CITY
NOTICE OF ANNUAL MEETING SCHEDULES
The public is hereby given notice in accordance with Utah State Code §52-4-202, Public Notice of
Meetings, that the Grantsville City Council will hold its regular meetings on the first and third
Wednesdays of each month at the Grantsville City Offices, 429 East Main Street, Grantsville, Utah and
electronically via Zoom. The meetings start at 7:00 pm unless otherwise noticed.
The Grantsville City Planning Commission will hold its regular monthly",web,2026-06-29T12:32:24.974883+00:00,,,,
web_4421361940051097160_item0,Grantsville,nan,2025-08-21,Appeal of Zoning Administrator denial for three large animals at 1076 Windflower Lane,other,0.9,,Tori McCurdy is appealing the Zoning Administrator's denial of a request to keep three large animals at 1076 Windflower Lane. The denial was based on the proposed barn location not meeting the required 100-foot setback from an adjacent residence.,"1076 Windflower Lane, Grantsville, UT",,,Tori McCurdy,,,PROPOSED,5,This is a variance/conditional use appeal rather than a development project. The barn setback requirement of 100 feet from adjacent residences is the key constraint. Low growth impact - residential accessory use.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20Combined%20Agenda%20and%20Notices.pdf?t=202508211557220,,web,2026-04-23T05:21:59.845714+00:00,40.6285237,-112.5045939,nominatim,0.75
web_934259934254226371_item0,Grantsville,nan,2025-09-04,Conditional Use Permit for Spence Rents equipment rental business at 40 E Main Street,conditional_use,0.9,COMMERCIAL_PROJECT,"Spencer Ostler is requesting a Conditional Use Permit to own and operate Spence Rents, an equipment rental business in the CS (Commercial Service) zone.","40 E Main Street, Grantsville, UT",,,Spencer Ostler,CS,,PROPOSED,35,Equipment rental use requires conditional use permit approval in CS zone. Project is in public hearing phase.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Combined%20Agenda%20and%20Notices%209-4-25.pdf?t=202508281725270,,web,2026-05-04T13:15:09.104774+00:00,40.5997625,-112.4618521,nominatim,0.75
web_5149692998151998844_item0,Grantsville,nan,2025-09-18,"General Plan Amendment – Water Element addressing supply, planning, and conservation",residential_subdivision,0.9,GENERAL_PLAN_AMENDMENT,"Recommendation of a General Plan amendment adding a Water Element that addresses water supply, planning, and conservation as required by Utah Code §10-9a-403.",,,,,,,PROPOSED,25,This is a comprehensive planning document required by state statute. Water elements are increasingly important in Utah development.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/PC%20Agenda%209-18-25.pdf?t=202509111736120,,web,2026-06-01T13:41:17.977335+00:00,,,,
web_5149692998151998844_item1,Grantsville,nan,2025-09-18,Plat Amendment – Harvest Meadows Subdivision front yard setback modification,residential_subdivision,0.9,NEW_SUBDIVISION,Recommendation of proposed plat amendment for Harvest Meadows Subdivision to modify front yard setbacks from 40 feet (text appears incomplete in source document).,,,,,,,PROPOSED,45,Plat amendment suggests existing subdivision with proposed density/configuration changes. Front setback reduction could indicate infill or density increase opportunity.,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/PC%20Agenda%209-18-25.pdf?t=202509111736120,,web,2026-06-01T13:41:17.977335+00:00,,,,
web_9124895663896454427_item0,Grantsville,nan,2025-10-02,West Haven PUD subdivision preliminary plat,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of proposed preliminary plat application for West Haven PUD subdivision,,,,,,,PROPOSED,65,PUD subdivision indicates planned unit development with likely mixed use or special conditions,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20PC%20Agenda%2010-2-25.pdf?t=202509261259510,,web,2026-06-22T13:35:16.450984+00:00,,,,
web_9124895663896454427_item1,Grantsville,nan,2025-10-02,Falcon Landing preliminary plat in RM-7 and R-1-12 zones,residential_subdivision,0.9,NEW_SUBDIVISION,Consideration of preliminary plat for Falcon Landing subdivision located in RM-7 (residential multi-family) and R-1-12 (residential single-family) zoning districts,"Grantsville, UT",,,,"RM-7, R-1-12",,PROPOSED,72,Mixed zoning indicates potential multi-family and single-family residential development,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20PC%20Agenda%2010-2-25.pdf?t=202509261259510,,web,2026-06-22T13:35:16.450984+00:00,40.6000817,-112.463531,nominatim,0.75
