id,jurisdiction,body,meeting_date,title,item_type,confidence,url,agenda_text,source,scraped_at
pmn_1101805,Eagle Mountain,City Council,2026-08-18,Public Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1101805.html,"EAGLE MOUNTAIN
CITY COUNCIL MEETING

AUGUST 18, 2026, 4:00 PM
EAGLE MOUNTAIN CITY COUNCIL CHAMBERS
1650 E STAGECOACH RUN, EAGLE MOUNTAIN, UT 84005

4:00 PM WORK SESSION - CITY COUNCIL CHAMBERS

1.	DISCUSSION AND INFORMATION ITEMS
	This is an opportunity to provide information to the City Council. These items are for information only and do not require action by the City Council.

	1.A.	DISCUSSION - Pony Express Business Park.
(anticipated time 15 minutes)

	1.B.	DISCUSSION - Archery Overlay Zone.
(anticipated time 15 minutes)

	1.C.	DISCUSSION - City Staffing Analysis.
(anticipated time 15 minutes)

	1.D.	DISCUSSION - Proposed Policy Regarding Property Tax Funding for the Sheriff's Office.
(anticipated time 10 minutes)

2.	CITY MANAGER INFORMATION ITEMS
	This is an opportunity for the City Manager to provide information to the City Council. 

3.	AGENDA REVIEW
	The City Council will review items on the Consent Agenda and Policy Session Agenda.

4.	ADJOURN TO A CLOSED SESSION
	The City Council will adjourn into a Closed Session for the purpose of discussion of pending or reasonably imminent litigation; the character, professional competence, or physical or mental health of an individual; the purchase, lease, sale, or exchange of real property; a proposed development agreement, project proposal, or financing proposal related to the development of land owned by the state or a political subdivision; and/or the deployment of security personnel, devices, or systems, pursuant to Section 52-4-205(1) of the Utah Code, Annotated.

7:00 PM POLICY SESSION - CITY COUNCIL CHAMBERS

5.	CALL TO ORDER

6.	PLEDGE OF ALLEGIANCE

7.	PUBLIC COMMENTS
	Time has been set aside for the public to express their ideas, concerns, and comments. (Please limit your comments to three minutes each.)

8.	CITY COUNCIL/MAYOR ITEMS
	Time has been set aside for the City Council and Mayor to make comments.

CONSENT AGENDA

9.	BOND RELEASES

	9.A.	The Towns a",pmn,2026-08-17T08:46:46.403693Z
pmn_1101871,Eagle Mountain,Planning Commission,2026-08-25,"PCPH 8.25.2026 Retaining Walls, Gateway, Spring Run Plaza Preliminary Plat Lot 1 and 2",,,https://www.utah.gov/pmn/sitemap/notice/1101871.html,"EAGLE MOUNTAIN CITY 
NOTICE OF PUBLIC HEARINGS 

The Eagle Mountain Planning Commission will hold public hearings on August 25, 2026, at 
6:30 p.m., or as soon thereafter as business allows, in the Eagle Mountain City Council 
Chambers, located at 1650 E. Stagecoach Run, Eagle Mountain, Utah 84005.  The Planning 
Commission will receive public comments concerning the following items: 
Gateway Park Plat 3 - Preliminary Plat: Planning Commission review of the proposed 

Gateway Park Plat 3 Preliminary Plat, intended for industrial and business park development. 
The project is located on Parcel Nos. 58:033:0384, 58:033:0413, and part of 58.033:0386. 
The general location of the project is north of Cory B Wride Memorial Highway and west of 
Mt Airey Drive. EMC Staff Point of Contact: Planner, Steven Lehmitz: 
slehmitz@eaglemountain.gov. 

Spring Run Plaza Lot 1: Planning Commission review of a proposed multi-tenant 
commercial building site plan on Lot 1 of the Spring Run Plaza development. The property is 
generally located on the northeast corner of Spring Run Parkway and Cory B Wride Memorial 
Highway, east of Walmart. EMC Staff Point of Contact: Planner, Steven Lehmitz: 
slehmitz@eaglemountain.gov. 

Spring Run Plaza Lot 2: Planning Commission review of a proposed multi-tenant 
commercial building site plan on Lot 2 of the Spring Run Plaza development. The property is 
generally located on the northeast corner of Spring Run Parkway and Cory B Wride Memorial 
Highway, east of Walmart. EMC Staff Point of Contact: Planner, Steven Lehmitz: 
slehmitz@eaglemountain.gov. 

Eagle Mountain Municipal Code Amendments:  

EMMC 17.60.130 - Retaining Wall Construction Standards Code Amendment: 
Consideration of an amendment to Eagle Mountain Municipal Code Chapter 17.60.130. This 
amendment adds detailed design requirements for retaining walls, and includes 
clarification on building permit requirements, field inspections, and allowable retaining ",pmn,2026-08-17T08:46:46.403872Z
pmn_1068037,Erda,Erda Planning Commission,2026-03-24,**CANCELED*** Erda Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1068037.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday March 24th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday April 14th, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-08-17T08:46:46.404977Z
pmn_1072573,Erda,Erda Planning Commission,2026-04-15,Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1072573.html,"Notice is hereby given that the Erda Planning Commission will hold their regular meeting on WEDNESDAY, April 15, 2026 at 7:00pm. The meeting will be held at the Erda City Office, next to the Fire Station located at 2163 W Erda Way, Erda, UT 84074


Google Meet joining info:https://meet.google.com/ezz-dcdg-dsb
Or dial:  (US) +1 708-858-3582  PIN:  204 103 669 #


Call to Order
Roll Call
Pledge and Prayer 
Approve Minutes from 3-10-26
Public Comment (3 minute limit per comment)
Copper Cove Preliminary Plat Phase 1: Derald Anderson is requesting a preliminary plat approval for Copper Cove phase 1. The plat contains 45 lots at the north east corner of the development. Lots range in size from 5800 sq ft to 10000 sq ft.
Open Public Hearing
Close Public Hearing
Comments from Commissioners
Adjournment 


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404975Z
pmn_1074883,Erda,Erda Planning Commission,2026-04-28,Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1074883.html,"Notice is hereby given that the Erda Planning Commission will hold their regular meeting on Tuesday, April 28, 2026 at 7:00pm. The meeting will be held at the Erda City Office, next to the Fire Station located at 2163 W Erda Way, Erda, UT 84074


Google Meet joining info:https://meet.google.com/ngz-prmj-tzp
Or dial:  (US) +1 513-816-0757  PIN:  244 454 945 #


Call to Order
Roll Call
Pledge and Prayer 
Approve Minutes from 4-15-26
Public Comment (3 minute limit per comment)
Copper Cove Preliminary Plat Phase 1: Derald Anderson is requesting a preliminary plat approval for Copper Cove phase 1. The plat contains 45 lots at the north east corner of the development. Lots range in size from 5800 sq ft to 10000 sq ft.
Open Public Hearing
Close Public Hearing
Comments from Commissioners
Adjournment",pmn,2026-08-17T08:46:46.404972Z
pmn_1078403,Erda,Erda Planning Commission,2026-05-12,**CANCELED*** Erda Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1078403.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday May 12th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday May 26th, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-08-17T08:46:46.404969Z
pmn_1079709,Erda,Erda City Council,2026-05-14,Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1079709.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, May 14th, 2026 at 7:00pm. The meeting will be held at the Deseret Peak Complex, located at 2930 Hwy 112, Tooele, Utah

You may join in person or via Google Meet link: https://meet.google.com/gvz-wgfi-ztv
Or dial:  (US) +1 620-878-0245  PIN:  928 437 314 #


Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 4-25-26
Treasurer Report
Sheriff's Report
NTFD Report
Consideration of ORDINANCE 26-04 Erda City be removed as a party to the Lawsuit Captioned as Erda Community Association Inc VS Grantsville City and Deidre Handerson as Lt Governor
Consideration of ORDINANCE 26-05 An Ordinance Adopting a temporary Land Use Regulation Pursuant to Utah Code §10-20-504 for the Disconnect Areas
Consideration of ORDINANCE 26-06 An Ordinance Vacating (Cancel or Annul) the Copper Cove Development Agreement
Consideration of RESOLUTION 26-07 Tentatively adopting the tentative budget for Fiscal Year 26-27, and establishing place and time for public and hearing on tentative budget.
Consideration of East and West Applications to Disconnect from Erda City
Open Public Hearing
Close Public Hearing
Fraud Risk Assessment Evaluation and Approval
Discussion of Transportation Utility Fee
Select and Award bid for 33rd Parkway Connection
Council Representative Reports
Adjournment 


FOLLOW UP ITEMS:



**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1).

Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404832Z
pmn_1083055,Erda,Erda Planning Commission,2026-05-26,Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1083055.html,"Notice is hereby given that the Erda Planning Commission will hold their regular meeting on Tuesday, May 26, 2026 at 7:00pm. The meeting will be held at the Erda City Office, next to the Fire Station located at 2163 W Erda Way, Erda, UT 84074


Google Meet joining info  Video call link: https://meet.google.com/jqv-fdki-usz
Or dial:  (US) +1 415-842-4796  PIN:  200 192 426 #



Call to Order
Roll Call
Pledge and Prayer 
Approve Minutes from 4-28-26
Public Comment (3 minute limit per comment)
Training by Staff
Copper Cove Preliminary Plat Phase 1: Derald Anderson is requesting a preliminary plat approval for Copper Cove phase 1. The plat contains 45 lots at the north east corner of the development. Lots range in size from 5800 sq ft to 10000 sq ft.
Comments from Commissioners
Adjournment 


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404966Z
pmn_1083489,Erda,Erda City Council,2026-05-28,Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1083489.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, May 28th, 2026 at 7:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/nwi-afjy-fqa
Or dial:  (US) +1 732-844-0616  PIN:  256 462 625 #


Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 5-14-26
Consideration of Ordinance 26-07 Regulating, Preventing, and Banning the Discharge of Fireworks Within Certain Areas of the City
2026-2027 Annual Budget Hearing, Discussion, and Adjuistments
Open Public Hearing
Close Public Hearing
Council Representative Reports
Adjournment 

FOLLOW UP ITEMS:

**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1).


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404829Z
pmn_1081585,Erda,Erda City Council,2026-05-28,Notice of Public Hearing on Adoption of Annual Budget 2026-2027,,,https://www.utah.gov/pmn/sitemap/notice/1081585.html,"ERDA
Notice of Public Hearing Regarding Adoption of Erda City Fiscal Year 2026-2027 Budget 


	Notice is hereby given by Erda City a municipal corporation of the state of Utah, located in Tooele County, of a public meeting to adopt Erda's Fiscal Year 2024-2025 Budget on Thursday May 28th, 2026 beginning at 7:00 p.m.  at the Erda City Offices next to the Fire Station on 2163 W Erda Way, Erda UT, 84074. The geographic area that will be affected by the City's Budget is the entire area of Erda.  Further information regarding the Erda City Annual Budget Fiscal Year 2026-2027 and a copy may be obtained from the City Recorder at the address and telephone number set forth below. Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Craig Smith at 435-830-2802.

Erda
2163 W. Erda Way
Erda UT, 84074
435-243-5577
jpoole@erda.gov",pmn,2026-08-17T08:46:46.404826Z
pmn_1086245,Erda,Erda Planning Commission,2026-06-09,**CANCELED*** Erda Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1086245.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday June 9th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday June 23rd, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-08-17T08:46:46.404964Z
pmn_1087341,Erda,Erda City Council,2026-06-11,Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1087341.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, June 11, 2026 at 7:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/uke-ijxe-xdh
Or dial:  (US) +1 224-475-1428  PIN:  380 176 012 #


Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 5-28-26
Treasurer Report
Sheriff's Report
NTFD Report and Wildfire agreement
Consideration of Ordinance 26-08 Adopting the 2026-2027 Budget and Certified Tax Rate
Consideration of Resolution 26-08 A Resolution Providing for Year-End Amendments to the 2025-2026 Fiscal Year Budget
Open Public Hearing
Close Public Hearing
Discussion and review of East Disconnect Application, tentative decision,  and direction to City Attorney.
Discussion and review of West Disconnect Application, tentative decision,  and direction to City Attorney.
Presentation from UC3 Representative Sarah Davenport-Smith
Council Representative Reports
Adjournment 

FOLLOW UP ITEMS:

1-Renewal of Interlocal agreement with Tooele County -Sheldon and Clyde

**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1).

Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404821Z
pmn_1086409,Erda,Erda City Council,2026-06-11,Notice of Public Hearing on Budget Amendment for Fiscal Year 2025-2026,,,https://www.utah.gov/pmn/sitemap/notice/1086409.html,"NOTICE OF PUBLIC HEARING
ERDA CITY - FISCAL YEAR 2025-2026 BUDGET AMENDMENT
Notice is hereby given that the Erda City Council will hold a public hearing to consider an amendment to the Fiscal Year 2025-2026 Budget.
Date: June 11, 2026
Time: 7:00PM
Location: Erda City Office: 2163 W Erda Way, Erda Ut,
The purpose of the hearing is to receive public comment regarding proposed amendments to the City's budget, including adjustments to revenues and expenditures within various funds.
All interested persons are invited to attend and provide comments. A copy of the proposed budget amendment is available for public inspection at Erda City Hall during regular business hours.",pmn,2026-08-17T08:46:46.404824Z
pmn_1091045,Erda,Erda Planning Commission,2026-06-23,Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1091045.html,"Notice is hereby given that the Erda Planning Commission will hold their regular meeting on Tuesday,June 23rd, 2026 at 7:00pm. The meeting will be held at the Erda City Office, next to the Fire Station located at 2163 W Erda Way, Erda, UT 84074


Google Meet joining info: https://meet.google.com/chb-sksv-qqb
Or dial:  (US) +1 208-820-4769  PIN:  417 885 311 #



Call to Order
Roll Call
Pledge and Prayer 
Approve Minutes from 4-28-26 and 5-26-26
Public Comment (3 minute limit per comment)
Consideration of Conditional Use Permit 2026-76 Ashley Morrill owner of 'The Ugly Duckling Baking & Co' The Ugly Duckling Baking & Co. is a small, home-based food operation run under Utah's home consumption and Homemade Food Act.
Open Public Hearing
Close Public Hearing
Consideration of Conditional Use Permit 2026-102 Tynley Bean is seeking to have small group art lessons up to 8 people at a time.
Open Public Hearing
Close Public Hearing
Comments from Commissioners
Adjournment 


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404961Z
pmn_1091049,Erda,Erda City Council,2026-06-25,Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1091049.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, June 25th, 2026 at 7:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/upo-sdep-nfg
Or dial:  (US) +1 252-397-0206  PIN:  965 712 722 #



Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 6-11-26
Consideration of Ordinance 26-09 Denying Petition for Certain Property known as the East Disconnect
Consideration of Ordinance 26-10 Denying Petition for Certain Property known as the West Disconnect
Consideration of Resolution 26-10 Approving a 2026-2027 Interlocal Agreement with Tooele County for Road, Law Enforcement, Land Use Inspections and Approvals, and Solid Waste Services
Council Representative Reports
Adjournment 

FOLLOW UP ITEMS:

**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1)a.


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404819Z
pmn_1093601,Erda,Erda City Council,2026-07-09,Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1093601.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, July 9, 2026 at 7:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/zas-aheq-itv
Or dial:  (US) +1 260-233-2131  PIN:  839 738 650 #


Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 6-25-26
Treasurer Report
Sheriff's Report
NTFD Report
Consideration of Echo Plat 5 Park Plan Approval
Council Representative Reports
Adjournment 

FOLLOW UP ITEMS:

**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**

Board may elect to go into a closed session which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1).",pmn,2026-08-17T08:46:46.404816Z
pmn_1093923,Erda,Erda Planning Commission,2026-07-14,**CANCELED*** Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1093923.html,"NOTICE OF MEETING CANCELLATION

PUBLIC NOTICE IS HEREBY GIVEN that the regular meeting of the Erda City Planning Commission, previously scheduled for:

Date: July 14, 2026
Time: 7:00 PM
Location: 2163 W. Erda Way, Erda, UT Erda City Offices/Fire Station

has been CANCELLED.

The meeting has been canceled because the only agenda item scheduled for consideration has been postponed. No Planning Commission business will be conducted.

This notice is posted in accordance with the Utah Open and Public Meetings Act.",pmn,2026-08-17T08:46:46.404958Z
pmn_1097749,Erda,Erda Planning Commission,2026-07-28,**CANCELED*** Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1097749.html,"****CANCELED*****Notice is hereby given that the Planning Commission's Scheduled Meeting on Tuesday July 28th, 2026 has been canceled. The Planning Commission will hold their next regularly scheduled meeting on Tuesday August 11th, 2026 at 7:00pm. At the Erda City Office, Erda Fire Station, 2163 W. Erda Way, Erda UT.",pmn,2026-08-17T08:46:46.404956Z
pmn_1100667,Erda,Erda Planning Commission,2026-08-11,Erda City Planning Commission Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1100667.html,"Notice is hereby given that the Erda Planning Commission will hold their regular meeting on Tuesday,August 11th, 2026 at 7:00pm. The meeting will be held at the Erda City Office, next to the Fire Station located at 2163 W Erda Way, Erda, UT 84074


Google Meet joining info:  Google Meet joining info:   https://meet.google.com/sbi-jixa-gac

Or dial:  (US) +1 337-339-9927  PIN:  181 732 824 #


Call to Order
Roll Call
Pledge and Prayer 
Approve Minutes from 6-23-26
Public Comment (3 minute limit per comment)
Consideration of Conditional Use Permit for Parcel # 08-049-0-0001 address 4125 Palmer Rd, for Allred Minor Subdivision private road.
Open Public Hearing
Close Public Hearing
Comments from Commissioners
Adjournment 


Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404953Z
pmn_1101875,Erda,Erda City Council,2026-08-13,**CANCELED*** Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1101875.html,"**PUBLIC NOTICE - CITY COUNCIL MEETING CANCELED**

Due to the **Tornado Warning** and out of concern for the safety of our residents, staff, and City Council members, **today's City Council meeting has been canceled**.

The meeting will be **rescheduled for a future date**, which will be announced as soon as possible.

Please stay safe, remain weather-aware, and follow all emergency alerts and guidance from local authorities.

Thank you for your understanding.

**City of Erda**",pmn,2026-08-17T08:46:46.404806Z
pmn_1100891,Erda,Erda City Council,2026-08-13,Erda City Council Meeting,,,https://www.utah.gov/pmn/sitemap/notice/1100891.html,"Notice is hereby given that the Erda City Council will hold a meeting on Thursday, August 13, 2026 at 7:00pm. The meeting will be held at the Erda City Fire Station/Office, located at 2163 West Erda Way, Erda, Utah

You may join in person or via Google Meet link: https://meet.google.com/hoq-iufc-osz
Or dial:  (US) +1 916-750-3005  PIN:  523 721 951 #


Call to Order
Roll Call
Pledge
Public Comment
Approve meeting minutes from 7-9-26
Treasurer Report
Sheriff's Report
NTFD Report
Consideration of Disconnect request of Parcel #01-441-0-0001
Discussion and Direction on Water Wise Standards
Council Representative Reports
A CLOSED SESSION  Will be held which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1)(c).
Adjournment 



A CLOSED SESSION  Will be held which will not be open to the public pursuant to Utah Code Ann. §52-4-205(1)(c).


**All handouts for this meeting can be found on the city's website erda.gov under the calendar section**








Pursuant to the Americans with Disabilities Act, Individuals needing special accommodations should contact Erda City Office at either jpoole@erda.gov jstagg@erda.gov or 435-243-5577",pmn,2026-08-17T08:46:46.404810Z
pmn_1096777,Erda,Erda City Council,2026-08-13,Notice of Public Hearing on Request to Disconnect from Erda City,,,https://www.utah.gov/pmn/sitemap/notice/1096777.html,"NOTICE OF PUBLIC HEARING
ERDA CITY
PROPOSED DISCONNECTION PETITION
NOTICE IS HEREBY GIVEN as required by Utah Code Ann. §10-2-501 that the Erda City Council will hold a public hearing to consider a petition for the disconnection of certain real property (Parcel # 01-441-0-0001) from the corporate limits of Erda City.
The public hearing will be held on August 13, 2026, at 7:00 p.m., at the Erda City Offices/Fire Station, 2163 W. Erda Way, Erda, UT, 84074.
In the public hearing, any person may speak and submit documents regarding the disconnection proposal.
Written comments/documents may be submitted to:
Jennifer Poole, Erda City Recorder
jpoole@erda.gov
(435) 243-5577
A copy of the disconnection petition is available for public inspection during regular business hours at the Erda City Fire Station, 2163 W Erda Way, Erda, Utah 84074 and on the Erda City Website at erda.gov 
DATED this 20th day of July, 2026.
/s/ Jennifer Poole
Erda City Recorder",pmn,2026-08-17T08:46:46.404813Z
web_1350968007176975360,Grantsville,,,Minutes,residential_subdivision,0.5,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.06.02%20-%20PC%20Regular%20Minutes.pdf?t=202606171754350,"Action Items:
Agenda Item Description Action
Item
#1 Recommendation of a Proposed Preliminary Plat Approved
Application for Arbon Acres, located
approximately at 500 South and Hale Street.
#2 Consideration of the proposed Master Approved
Development Agreement for Willow Fields
Subdivision located approximately at Old Lincoln
Highway and Campion Drive.
#3 Recommendation of the proposed amendments to Approved
the Grantsville City Master Transportation Plan.
#4 Approval of the minutes from the May ",web,2026-07-06T12:04:36.647812+00:00
web_4523437373424573081,Grantsville,,,Minutes,residential_subdivision,0.5,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.06.02%20-%20PC%20Regular%20Minutes.pdf?t=202607021830310,"Action Items:
Agenda Item Description Action
Item
#1 Recommendation of a Proposed Preliminary Plat Approved
Application for Arbon Acres, located
approximately at 500 South and Hale Street.
#2 Consideration of the proposed Master Approved
Development Agreement for Willow Fields
Subdivision located approximately at Old Lincoln
Highway and Campion Drive.
#3 Recommendation of the proposed amendments to Approved
the Grantsville City Master Transportation Plan.
#4 Approval of the minutes from the May ",web,2026-08-17T08:41:47.647834+00:00
web_3392037285826939864,Grantsville,,,Minutes,residential_subdivision,0.5,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.07.07%20-%20Planning%20Commission%20Regular%20Meeting%20Minutes.pdf?t=202607221220220,"Action Items:
Agenda
Item Description Action
Item
Consideration of a proposed Final Plat for the West
#1 Bench Subdivision, located at 169 North Taylor Road, in Approved
the R-1-21 Zone.
Consideration of a request for a Plat Extension Approval
#2 Approved
for the Wells Crossing Phase 7 Subdivision.
Recommendation of a proposed Master Development
#3 Agreement for Falcons Landing Subdivision located Approved
approximately on Booth Street and Wild Rose Drive.
Recommendation of a proposed Planned Un",web,2026-08-03T11:21:21.845311+00:00
web_134795245131756531,Grantsville,,,Minutes,conditional_use,0.25,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/07.21.26-%20PC%20Regular%20Minutes.pdf?t=202608071049440,"Action Summary:
Agenda
Item Description Action
Item
Consideration of a proposed Conditional Use Permit
for Lauren Trista Favor to keep up to seven (7)
#1 horses and a Kennel Permit to keep up to four (4) Approved
dogs on the residential property located at 947 East
Durfee Street, in the R-1-21 Zone.
Consideration of a proposed Conditional Use Permit
for Gabriel Laura Castaneda to keep up to one (1)
#2 Approved
horse on the residential property located at 249 W
Cowdery Drive, in the R-1-21 Zone.
",web,2026-08-17T08:41:41.844780+00:00
web_5898827062310294824,Grantsville,,,Minutes,residential_subdivision,0.5,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/Minutes/2026/2026.07.07%20-%20Planning%20Commission%20Regular%20Meeting%20Minutes.pdf?t=202608071051300,"Action Items:
Agenda
Item Description Action
Item
Consideration of a proposed Final Plat for the West
#1 Bench Subdivision, located at 169 North Taylor Road, in Approved
the R-1-21 Zone.
Consideration of a request for a Plat Extension Approval
#2 Approved
for the Wells Crossing Phase 7 Subdivision.
Recommendation of a proposed Master Development
#3 Agreement for Falcons Landing Subdivision located Approved
approximately on Booth Street and Wild Rose Drive.
Recommendation of a proposed Planned Un",web,2026-08-17T08:41:44.159016+00:00
web_6264930760050056190,Grantsville,,,Notice of 2026 Annual Meeting Schedule,other,0.0,https://www.grantsvilleut.gov/Document_Center/Government/City%20Council/2026/2026%20Annual%20Meeting%20Schedule%20Notice.pdf?t=202601201257560,"GRANTSVILLE CITY
NOTICE OF ANNUAL MEETING SCHEDULES
The public is hereby given notice in accordance with Utah State Code §52-4-202, Public Notice of
Meetings, that the Grantsville City Council will hold its regular meetings on the first and third
Wednesdays of each month at the Grantsville City Offices, 429 East Main Street, Grantsville, Utah and
electronically via Zoom. The meetings start at 7:00 pm unless otherwise noticed.
The Grantsville City Planning Commission will hold its regular monthly",web,2026-08-17T08:41:23.339242+00:00
web_5099551746239424559,Grantsville,,2025-08-21,Agenda,other,0.0,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Revised%20Combined%20Agenda%20and%20Notices.pdf?t=202508211557220,"PUBLIC NOTICE
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Thursday, August 21,
2025 at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
PUBLIC HEARING
a) Consideration of an appeal by Tori McCurdy of the Zoning Administrator’s denial of a request to keep
three large animals at 1076 Windflower Lane, due to the proposed barn location does not meeting the
required 100-foot setback from an adjacent residence.
b) Consideration o",web,2026-04-23T05:21:59.845714+00:00
web_8060654231485434105,Grantsville,,2025-09-04,Agenda,conditional_use,0.25,https://www.grantsvilleut.gov/Document_Center/Department/Community%20&%20Economic%20Development/P%20&%20Z%20Agendas/2025/Combined%20Agenda%20and%20Notices%209-4-25.pdf?t=202508281725270,"PUBLIC NOTICE
The Grantsville City Planning Commission will hold a Regular Meeting at 7:00 p.m. on Thursday, September 4,
2025 at 429 East Main Street, Grantsville, UT 84029. The agenda is as follows:
ROLL CALL
PLEDGE OF ALLEGENCE
PUBLIC HEARING
a) Consideration of a proposed Conditional Use Permit for Spencer Ostler to own and operate Spence
Rents, an equipment rental business located at 40 E Main Street in the CS zone.
AGENDA
1. Consideration of a proposed Conditional Use Permit for Spencer Os",web,2026-05-04T13:15:09.104774+00:00
